normalized_player,normalized_full_name,full_name,height_cm,weight_kg,preferred_foot,weak_foot,dob,club_contract_valid_until,birth_year_x,#OPA,#OPA/90,+/-,+/-90,/90,1/3,1/3_stats_possession,2CrdY,90s,90s_stats_defense,90s_stats_gca,90s_stats_keeper,90s_stats_keeper_adv,90s_stats_misc,90s_stats_passing,90s_stats_passing_types,90s_stats_playing_time,90s_stats_possession,90s_stats_shooting,A-xAG,Age,Age_stats_defense,Age_stats_gca,Age_stats_keeper,Age_stats_keeper_adv,Age_stats_misc,Age_stats_passing,Age_stats_passing_types,Age_stats_playing_time,Age_stats_possession,Age_stats_shooting,Ast,Ast_stats_passing,Att,Att (GK),Att 3rd,Att 3rd_stats_possession,Att Pen,Att_stats_defense,Att_stats_keeper_adv,Att_stats_passing_types,Att_stats_possession,AvgDist,AvgLen,Blocks,Blocks_stats_defense,Born,Born_stats_defense,Born_stats_gca,Born_stats_keeper,Born_stats_keeper_adv,Born_stats_misc,Born_stats_passing,Born_stats_passing_types,Born_stats_playing_time,Born_stats_possession,Born_stats_shooting,CK,CK_stats_keeper_adv,CPA,CS,CS%,Carries,Clr,Cmp,Cmp%,Cmp%_stats_keeper_adv,Cmp_stats_keeper_adv,Cmp_stats_passing_types,Comp,Comp_stats_defense,Comp_stats_gca,Comp_stats_keeper,Comp_stats_keeper_adv,Comp_stats_misc,Comp_stats_passing,Comp_stats_passing_types,Comp_stats_playing_time,Comp_stats_possession,Comp_stats_shooting,Compl,CrdR,CrdR_stats_misc,CrdY,CrdY_stats_misc,Crs,CrsPA,Crs_stats_misc,D,Dead,Def,Def 3rd,Def 3rd_stats_possession,Def Pen,Dis,Dist,Err,FK,FK_stats_keeper_adv,FK_stats_passing_types,Fld,Fld_stats_misc,Fls,G+A,G+A-PK,G-PK,G-xG,G/Sh,G/SoT,GA,GA90,GA_stats_keeper_adv,GCA,GCA90,Gls,Gls_stats_shooting,In,Int,Int_stats_misc,KP,L,Launch%,Live,Live_stats_possession,Lost,Lost_stats_misc,MP,MP_stats_keeper,MP_stats_playing_time,Mid 3rd,Mid 3rd_stats_possession,Min,Min%,Min_stats_keeper,Min_stats_playing_time,Mis,Mn/MP,Mn/Start,Mn/Sub,Nation,Nation_stats_defense,Nation_stats_gca,Nation_stats_keeper,Nation_stats_keeper_adv,Nation_stats_misc,Nation_stats_passing,Nation_stats_passing_types,Nation_stats_playing_time,Nation_stats_possession,Nation_stats_shooting,OG,OG_stats_keeper_adv,Off,Off_stats_misc,On-Off,Opp,Out,PK,PKA,PKA_stats_keeper_adv,PK_stats_shooting,PKatt,PKatt_stats_keeper,PKatt_stats_shooting,PKcon,PKm,PKsv,PKwon,PPA,PPM,PSxG,PSxG+/-,PSxG/SoT,Pass,PassDead,PassLive,Player,Pos,Pos_stats_defense,Pos_stats_gca,Pos_stats_keeper,Pos_stats_keeper_adv,Pos_stats_misc,Pos_stats_passing,Pos_stats_passing_types,Pos_stats_playing_time,Pos_stats_possession,Pos_stats_shooting,PrgC,PrgC_stats_possession,PrgDist,PrgDist_stats_possession,PrgP,PrgP_stats_passing,PrgR,PrgR_stats_possession,Rec,Recov,Rk,Rk_stats_defense,Rk_stats_gca,Rk_stats_keeper,Rk_stats_keeper_adv,Rk_stats_misc,Rk_stats_passing,Rk_stats_passing_types,Rk_stats_playing_time,Rk_stats_possession,Rk_stats_shooting,SCA,SCA90,Save%,Saves,Sh,Sh/90,Sh_stats_defense,Sh_stats_gca,SoT,SoT%,SoT/90,SoTA,Squad,Starts,Starts_stats_keeper,Starts_stats_playing_time,Stp,Stp%,Str,Subs,Succ,Succ%,Sw,TB,TI,TO,Thr,Tkl,Tkl%,Tkl+Int,TklW,TklW_stats_misc,Tkld,Tkld%,TotDist,TotDist_stats_possession,Touches,W,Won,Won%,id,last_evaluation,market_value,np:G-xG,npxG,npxG+xAG,npxG/Sh,npxG_stats_shooting,onG,onGA,onxG,onxGA,success,unSub,value_updated,xA,xAG,xAG_stats_passing,xG,xG+/-,xG+/-90,xG+xAG,xG_stats_shooting,birth_year_y
santiago gimenez, santiago tomas gimenez, Santiago Tomás Giménez,183,68,Left,4 ,2001-04-18,2029,2001,,,6,0.81,,5,5,0,7.4,7.4,7.4,,,7.4,7.4,7.4,7.4,7.4,7.4,1.1,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,2,2,98,,1,97,37,4,,98,19,,,2,3,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,1,,5,,,101,13,79,80.6,,,79,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,1,1,1,3,3,2,1,2,,16,0,0,24,13,2,13.5,0,0,,0,0,4,11,7,0.94,5,0.2,0.23,0.56,,,,4,0.54,5,5,0,1,1,6,,,82,188,1,11,14,,14,4,71,669,19.6,,669,22,48,69.0,27.0,mx MEX,mx MEX,mx MEX,,,mx MEX,mx MEX,mx MEX,mx MEX,mx MEX,mx MEX,0,,0,7,0.41,,0,0,,,0,1,,1,0,,,0,2,1.57,,,,2,0,11,Santiago Giménez,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,13,13,169,282,6,6,38,38,121,14,1008,1008,1008,,,1008,1008,1008,1247,1008,1008,16,2.15,,,22,2.96,1,1,9,40.9,1.21,,Milan,7,,7,,,0,7,7,36.8,0,1,2,4,,5,75.0,6,3,3,12,63.2,962,526,189,,7,38.9,,,,1.0,4.0,4.9,0.18,4.0,15,9,15.7,9.3,False,0,,0.5,0.9,0.9,4.8,6.4,0.87,0.77,4.8,2001
maxence lacroix, guy maxence lacroix, Guy Maxence Lacroix,190,88,Right,2 ,2000-04-06,2029,2000,,,4,0.12,,71,6,0,34.6,34.6,34.6,,,34.6,34.6,34.6,34.6,34.6,34.6,0.0,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,1,1,1476,,1,85,45,47,,1476,14,,,12,48,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,0,,,1030,207,1206,81.7,,,1206,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,32,0,0,5,5,7,2,7,,44,0,52,1183,362,6,10.8,2,0,,40,0,19,34,2,0.06,1,-2.4,0.03,0.2,,,,4,0.12,1,1,0,54,54,8,,,1432,1933,15,50,35,,35,15,672,3116,91.1,,3116,21,89,89.0,,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,0,1,1.3,,0,0,,,0,0,,0,1,,,0,4,1.49,,,,26,1,24,Maxence Lacroix,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,8,8,9718,2213,65,65,7,7,1136,130,1437,1437,1437,,,1437,1437,1437,1775,1437,1437,29,0.84,,,30,0.87,22,4,5,16.7,0.14,,Crystal Palace,35,,35,,,0,0,8,57.1,7,3,2,0,,68,68.1,122,41,41,4,28.6,24825,4816,1933,,60,54.5,434224.0,2025-05-30,25000000.0,-2.4,3.4,4.4,0.11,3.4,49,45,57.1,43.3,True,0,True,1.0,1.0,1.0,3.4,13.9,0.4,0.13,3.4,2000
catena, alejandro catena marugan, Alejandro Catena Marugán,194,82,Right,3 ,1994-10-28,2028,1994,,,-1,-0.03,,68,3,0,34.2,34.2,34.2,,,34.2,34.2,34.2,34.2,34.2,34.2,0.7,29.0,29.0,29.0,,,29.0,29.0,29.0,29.0,29.0,29.0,3,3,1521,,2,65,40,44,,1521,11,,,7,40,1994.0,1994.0,1994.0,,,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,0,,0,,,984,221,1274,83.8,,,1274,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,32,0,0,11,11,2,1,2,,112,0,34,988,287,1,10.9,2,0,,100,2,14,36,4,0.12,1,-1.2,0.05,0.2,,,,6,0.18,1,1,0,35,35,10,,,1402,1905,17,35,35,,35,10,864,3074,89.9,,3074,11,88,88.0,,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,7,1,0.75,,0,0,,,0,0,,0,1,,,1,5,1.46,,,,15,3,23,Catena,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,9,9,11023,2558,89,89,4,4,1101,108,514,514,514,,,514,514,514,636,514,514,29,0.85,,,20,0.59,25,1,5,25.0,0.15,,Osasuna,35,,35,,,0,0,8,72.7,18,1,2,0,,46,61.4,81,28,28,2,18.2,27748,4590,1905,,67,65.7,449796.0,2024-12-27,4000000.0,-1.2,2.2,4.5,0.11,2.2,44,45,40.5,48.4,True,1,True,1.9,2.3,2.3,2.2,-7.9,-0.23,0.13,2.2,1994
lewis ferguson, lewis ferguson, Lewis Ferguson,181,75,Right,4 ,1999-08-24,2027,1999,,,10,0.92,,57,21,0,10.9,10.9,10.9,,,10.9,10.9,10.9,10.9,10.9,10.9,-0.1,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,1,1,658,,6,193,18,16,,658,9,,,8,9,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,14,,2,,,471,9,569,86.5,,,569,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,8,0,0,0,0,18,0,18,,50,1,4,91,13,10,22.9,0,0,,27,0,20,27,2,0.09,0,0.0,0.0,0.0,,,,1,0.09,1,1,5,5,5,14,,,605,747,7,14,16,,16,14,469,983,28.7,,983,13,61,84.0,25.0,sct SCO,sct SCO,sct SCO,,,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,sct SCO,0,,3,1,0.92,,6,1,,,1,1,,1,0,,,0,8,1.94,,,,7,3,27,Lewis Ferguson,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,20,20,2246,1173,53,53,26,26,527,28,890,890,890,,,890,890,890,1095,890,890,32,2.93,,,5,0.46,2,0,1,20.0,0.09,,Bologna,10,,10,,,0,6,5,55.6,4,1,7,1,,24,56.3,29,13,13,2,22.2,9928,2769,748,,16,53.3,428563.0,2025-03-25,24000000.0,-0.2,0.2,1.3,0.03,0.2,22,12,17.6,9.1,True,9,True,0.8,1.1,1.1,1.0,8.5,0.77,0.19,1.0,1999
luis milla, luis milla manzanares, Luis Milla Manzanares,175,67,Right,3 ,1994-10-07,2027,1994,,,-9,-0.28,,149,37,0,31.9,31.9,31.9,,,31.9,31.9,31.9,31.9,31.9,31.9,0.1,29.0,29.0,29.0,,,29.0,29.0,29.0,29.0,29.0,29.0,4,4,1536,,8,524,20,72,,1536,39,,,17,25,1994.0,1994.0,1994.0,,,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,113,,4,,,799,28,1129,73.5,,,1129,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,28,0,0,6,6,201,10,201,,304,2,28,251,43,17,25.3,3,4,,171,5,48,38,5,0.13,0,-0.8,0.0,0.0,,,,6,0.19,1,1,45,24,24,70,,,1220,1801,37,35,33,,33,25,1049,2875,84.1,,2875,46,87,89.0,35.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,12,0,-0.94,,49,1,,,1,1,,1,1,,,0,26,1.06,,,,25,43,72,Luis Milla,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,32,32,6152,2139,152,152,30,30,890,168,1746,1746,1746,,,1746,1746,1746,2152,1746,1746,130,4.07,,,31,0.97,0,4,7,22.6,0.22,,Getafe,32,,32,,,1,1,21,53.8,23,4,1,4,,61,48.6,85,40,40,14,35.9,20495,3920,1802,,31,47.0,147796.0,,,-1.0,1.0,4.9,0.03,1.0,25,34,30.9,38.8,True,0,True,4.9,3.9,3.9,1.8,-7.9,-0.25,0.18,1.8,1994
mikkel damsgaard, mikkel krogh damsgaard, Mikkel Krogh Damsgaard,180,70,Right,3 ,2000-07-03,2030,2000,,,17,0.53,,167,54,0,32.3,32.3,32.3,,,32.3,32.3,32.3,32.3,32.3,32.3,1.6,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,10,10,1529,,27,712,76,81,,1529,97,,,36,40,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,60,,9,,,1075,31,1107,72.4,,,1107,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,11,0,0,2,2,144,17,144,,153,5,27,331,36,47,17.6,2,3,,33,1,27,18,12,0.37,2,-0.8,0.06,0.29,,,,21,0.65,2,2,53,27,27,63,,,1368,1882,50,27,38,,38,29,863,2911,85.1,,2911,63,77,83.0,23.0,dk DEN,dk DEN,dk DEN,,,dk DEN,dk DEN,dk DEN,dk DEN,dk DEN,dk DEN,0,,8,6,1.94,,0,0,,,0,0,,0,0,,,0,73,1.47,,,,37,14,92,Mikkel Damsgaard,"MF,FW","MF,FW","MF,FW",,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",73,73,7512,3075,234,234,137,137,1239,179,652,652,652,,,652,652,652,811,652,652,120,3.71,,,35,1.08,3,2,7,20.0,0.22,,Brentford,34,,34,,,0,4,50,51.5,5,27,9,6,,83,38.3,110,44,44,36,37.1,19063,5880,1882,,12,30.8,540941.0,2025-05-30,28000000.0,-0.8,2.8,11.2,0.08,2.8,58,41,52.8,45.0,True,0,True,7.0,8.4,8.4,2.8,7.8,0.24,0.35,2.8,2000
antoine semenyo, antoine serlom semenyo, Antoine Serlom Semenyo,185,79,Right,5 ,2000-01-07,2029,2000,,,12,0.34,,49,69,0,35.6,35.6,35.6,,,35.6,35.6,35.6,35.6,35.6,35.6,-0.8,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,5,5,1119,,13,909,191,43,,1119,135,,,40,67,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,3,,67,,,979,39,821,73.4,,,821,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,28,0,0,9,9,59,8,59,,60,2,17,206,46,77,17.0,2,0,,4,5,37,73,16,0.45,11,1.0,0.09,0.28,,,,13,0.37,11,11,0,11,11,46,,,1049,1653,27,76,37,,37,25,573,3203,93.7,,3203,84,87,88.0,26.0,gh GHA,gh GHA,gh GHA,,,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,0,,10,15,0.34,,1,0,,,0,0,,0,0,,,1,45,1.43,,,,58,4,85,Antoine Semenyo,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,140,140,2915,3581,109,109,282,282,1140,158,2394,2394,2394,,,2394,2394,2394,2950,2394,2394,132,3.71,,,125,3.51,9,15,40,32.0,1.12,,Bournemouth,36,,36,,,0,1,69,51.1,6,9,53,21,,55,37.2,66,35,35,57,42.2,11674,7353,1653,,66,46.5,583255.0,2025-05-30,40000000.0,1.0,10.0,15.8,0.08,10.0,53,41,57.8,43.8,True,0,True,4.3,5.8,5.8,10.0,14.0,0.39,0.44,10.0,2000
lutsharel geertruida, lutsharel geertruida, Lutsharel Geertruida,185,84,Right,3 ,2000-07-18,2029,2000,,,-1,-0.06,,94,15,0,17.3,17.3,17.3,,,17.3,17.3,17.3,17.3,17.3,17.3,-1.0,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,0,0,1109,,0,147,19,31,,1109,14,,,12,15,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,3,,,642,59,961,86.7,,,961,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,11,0,0,2,2,13,4,13,,132,2,24,375,61,4,15.2,4,0,,22,0,6,17,1,0.06,1,-0.1,0.13,1.0,,,,1,0.06,1,1,0,16,16,10,,,974,1266,16,6,24,,24,11,758,1557,50.9,,1557,14,65,82.0,22.0,nl NED,nl NED,nl NED,,,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,0,,3,1,-0.42,,0,0,,,0,0,,0,1,,,0,17,1.5,,,,11,1,22,Lutsharel Geertruida,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,21,21,5823,1357,93,93,34,34,839,83,989,989,989,,,989,989,989,1225,989,989,25,1.45,,,8,0.46,4,0,1,12.5,0.06,,RB Leipzig,17,,17,,,0,7,7,50.0,3,1,110,0,,35,48.4,51,24,24,7,50.0,16254,2612,1266,,12,66.7,420210.0,2025-06-05,20000000.0,-0.1,1.1,2.0,0.14,1.1,26,27,24.1,27.1,True,7,True,1.6,1.0,1.0,1.1,-2.9,-0.17,0.12,1.1,2000
nikola vlasic, nikola vlasic, Nikola Vlašić,179,79,Right,5 ,1997-10-04,2027,1997,,,-5,-0.21,,57,41,0,23.5,23.5,23.5,,,23.5,23.5,23.5,23.5,23.5,23.5,1.6,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,4,4,768,,9,430,59,30,,768,48,,,19,15,1997.0,1997.0,1997.0,,,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1,,12,,,607,15,613,79.8,,,613,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,12,0,0,0,0,26,4,26,,6,1,11,114,15,42,22.2,0,0,,1,3,26,28,9,0.3,3,1.6,0.1,0.3,,,,8,0.34,5,5,0,9,9,32,,,758,981,18,29,30,,30,17,460,2117,61.9,,2117,44,71,83.0,28.0,hr CRO,hr CRO,hr CRO,,,hr CRO,hr CRO,hr CRO,hr CRO,hr CRO,hr CRO,0,,4,6,-0.14,,1,2,,,2,2,,2,0,,,0,24,0.97,,,,12,0,61,Nikola Vlašić,"MF,FW","MF,FW","MF,FW",,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",53,53,2258,1737,94,94,110,110,713,93,2724,2724,2724,,,2724,2724,2724,3351,2724,2724,70,2.98,,,30,1.28,3,2,10,33.3,0.43,,Torino,23,,23,,,0,7,24,50.0,4,3,4,3,,37,40.0,46,19,19,21,43.8,8813,3417,983,,27,48.2,293200.0,2025-03-25,8000000.0,1.2,1.8,4.2,0.06,1.8,25,30,19.0,32.1,True,1,True,2.0,2.4,2.4,3.4,-13.1,-0.56,0.25,3.4,1997
caoimhin kelleher, caoimhin odhran kelleher, Caoimhín Odhrán Kelleher,188,81,Right,4 ,1998-11-23,2026,1998,9.0,0.9,10,1.0,-0.04,6,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0,382,364.0,0,0,0,0,115.0,382,1,14.0,29.0,1,0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,0,1.0,0,4.0,40.0,290,1,289,75.7,25.2,29.0,289,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,10,0,0,0,0,0,0,0,2.0,38,0,0,396,286,0,,2,0,0.0,20,0,3,0,0,0.0,0,0.0,,,12.0,1.2,12.0,1,0.1,0,0,0,0,0,0,1.0,28.6,344,398,0,0,10,10.0,10,0,2,900,26.3,900.0,900,1,90,90.0,,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,0,0.0,0,0,-0.25,113.0,0,0,0.0,0.0,0,0,1.0,0,0,0.0,1.0,0,0,2.3,11.6,-0.4,0.3,0,0,3,Caoimhín Kelleher,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,0,0,3968,616,0,0,0,0,275,18,1339,1339,1339,79.0,79.0,1339,1339,1339,1657,1339,1339,3,0.3,67.6,24.0,0,0.0,0,0,0,,0.0,37.0,Liverpool,10,10.0,10,6.0,5.3,0,0,1,100.0,0,0,0,0,49.0,0,,0,0,0,0,0.0,6252,1131,398,7.0,1,100.0,340918.0,2025-05-30,20000000.0,0.0,0.0,0.0,,0.0,22,12,19.8,11.1,True,27,True,0.0,0.0,0.0,0.0,8.7,0.87,0.0,0.0,1998
ermedin demirovic, ermedin demirovic, Ermedin Demirović,185,84,Right,3 ,1998-03-25,2028,1998,,,7,0.34,,15,16,0,20.6,20.6,20.6,,,20.6,20.6,20.6,20.6,20.6,20.6,-0.9,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,1,1,367,,5,301,126,12,,367,25,,,11,14,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,0,,9,,,305,12,258,70.3,,,258,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,6,0,0,2,2,3,0,3,,15,0,3,45,10,27,11.3,0,0,,0,3,27,24,16,0.78,15,0.9,0.23,0.56,,,,7,0.34,15,15,0,3,3,18,,,349,580,9,47,34,,34,4,239,1855,60.6,,1855,39,55,79.0,20.0,ba BIH,ba BIH,ba BIH,,,ba BIH,ba BIH,ba BIH,ba BIH,ba BIH,ba BIH,0,,3,17,0.04,,0,0,,,0,2,,2,0,,,0,10,1.47,,,,11,0,35,Ermedin Demirović,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,20,20,645,586,31,31,115,115,437,33,699,699,699,,,699,699,699,869,699,699,47,2.28,,,64,3.11,3,7,27,42.2,1.31,,Stuttgart,20,,20,,,0,14,5,20.0,0,3,0,2,,12,25.0,15,7,7,19,76.0,2971,1388,582,,34,42.0,,,,2.6,12.4,14.3,0.19,12.4,40,33,37.9,28.1,False,0,,1.7,1.9,1.9,14.1,9.9,0.48,0.78,14.1,1998
pedro neto, pedro lomba neto, Pedro Lomba Neto,174,62,Left,4 ,2000-03-09,2031,2000,,,15,0.59,,30,57,0,25.2,25.2,25.2,,,25.2,25.2,25.2,25.2,25.2,25.2,-0.7,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,6,6,895,,5,735,116,21,,895,104,,,26,14,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,56,,45,,,746,6,702,78.4,,,702,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,15,0,0,8,8,149,23,149,,86,0,9,100,13,30,18.2,0,0,,14,4,33,21,10,0.4,4,0.5,0.07,0.24,,,,9,0.36,4,4,16,9,9,46,,,807,1153,12,30,35,,35,9,336,2269,66.3,,2269,45,65,82.0,27.0,pt POR,pt POR,pt POR,,,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,0,,2,3,0.13,,15,0,,,0,0,,0,0,,,0,37,1.71,,,,12,9,64,Pedro Neto,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,126,126,2418,3342,60,60,253,253,838,81,1884,1884,1884,,,1884,1884,1884,2325,1884,1884,90,3.57,,,59,2.34,2,7,17,28.8,0.67,,Chelsea,24,,24,,,5,11,34,32.7,5,0,13,6,,23,42.9,32,9,9,46,44.2,11347,6336,1153,,11,26.8,487465.0,2025-05-30,50000000.0,0.5,3.5,10.2,0.06,3.5,40,25,39.2,28.2,True,1,True,4.8,6.7,6.7,3.5,10.9,0.43,0.4,3.5,2000
marcin bułka, marcin bułka, Marcin Bułka,199,99,Right,2 ,1999-10-04,2026,1999,33.0,0.97,25,0.74,0.09,12,0,0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,-0.2,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,0,1110,948.0,0,1,1,1,272.0,1110,1,12.8,28.6,1,0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,0,4.0,0,8.0,23.5,702,16,898,80.9,41.2,112.0,898,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,34,0,0,0,0,0,0,0,9.0,232,0,0,1187,957,0,,6,0,0.0,70,0,5,0,0,0.0,0,0.0,,,41.0,1.21,41.0,1,0.03,0,0,0,0,0,1,8.0,22.8,878,1196,1,0,34,34.0,34,0,9,3060,100.0,3060.0,3060,2,90,90.0,,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,0,1.0,0,0,,470.0,0,0,2.0,2.0,0,0,3.0,0,0,0.0,1.0,0,0,1.76,43.0,3.0,0.26,0,0,3,Marcin Bułka,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,0,0,15371,2185,2,2,0,0,605,62,426,426,426,17.0,17.0,426,426,426,530,426,426,3,0.09,75.8,120.0,0,0.0,0,0,0,,0.0,161.0,Nice,34,34.0,34,39.0,8.3,0,0,0,0.0,0,0,0,0,173.0,0,0.0,0,0,0,1,100.0,21944,3363,1196,17.0,8,100.0,465955.0,2025-06-03,20000000.0,0.0,0.0,0.2,,0.0,66,41,61.6,40.2,True,0,True,0.1,0.2,0.2,0.0,21.4,0.63,0.01,0.0,1999
pervis estupinan, pervis josue estupinan tenorio, Pervis Josué Estupiñán Tenorio,175,79,Left,3 ,1998-01-21,2027,1998,,,3,0.11,,105,61,0,26.7,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,-1.1,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,1,1,1610,,7,506,35,51,,1610,34,,,28,20,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,37,,9,,,1023,65,1338,83.1,,,1338,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,22,0,0,5,5,119,18,119,,237,0,33,493,89,27,24.5,2,3,,20,4,20,36,2,0.07,1,-0.2,0.04,0.11,,,,4,0.15,1,1,23,37,37,26,,,1370,1915,17,26,30,,30,25,936,2402,70.2,,2402,34,80,88.0,27.0,ec ECU,ec ECU,ec ECU,,,ec ECU,ec ECU,ec ECU,ec ECU,ec ECU,ec ECU,0,,3,3,-0.24,,9,0,,,0,0,,0,0,,,0,34,1.57,,,,15,13,39,Pervis Estupiñán,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,59,59,6261,2689,132,132,112,112,1144,147,859,859,859,,,859,859,859,1058,859,859,58,2.17,,,28,1.05,5,2,9,32.1,0.34,,Brighton,26,,26,,,3,4,19,55.9,5,0,180,0,,65,66.7,102,43,43,13,38.2,20347,5007,1915,,46,63.9,349599.0,2025-05-30,30000000.0,-0.2,1.2,3.3,0.04,1.2,47,44,42.6,39.6,True,1,True,2.5,2.1,2.1,1.2,3.0,0.11,0.12,1.2,1998
